	dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	orientation	distance	distanceClass	binStart	binEnd	ENFORMER_score
769	FlowFISH_K562	chr19	12793351	12793851	PRDX2|chr19:12904165-12904665:*	-0.006002502	chr19	12801858	12801859	PRDX2	False	0.790459726249	1.0	True	K562	Fulco2019	False	True	8507	0	381	386	0.25145128
771	FlowFISH_K562	chr19	12793351	12793851	RNASEH2A|chr19:12904165-12904665:*	-0.0202906	chr19	12806556	12806557	RNASEH2A	False	0.905665961082	1.0	True	K562	Fulco2019	False	True	13205	0	344	349	0.23679256
777	FlowFISH_K562	chr19	12796031	12796931	JUNB|chr19:12906845-12907745:*	0.0644725	chr19	12791496	12791497	JUNB	False	0.567162039979	0.999931468571	True	K562	Fulco2019	False	False	5435	0	483	491	0.11750287
781	FlowFISH_K562	chr19	12796031	12796931	RNASEH2A|chr19:12906845-12907745:*	-0.01737414	chr19	12806556	12806557	RNASEH2A	False	0.972976817433	1.0	True	K562	Fulco2019	False	True	10525	0	365	373	0.10180617
788	FlowFISH_K562	chr19	12814891	12815491	PRDX2|chr19:12925705-12926305:*	-0.024691255	chr19	12801858	12801859	PRDX2	False	0.67269052441	0.999999999907	True	K562	Fulco2019	False	False	13633	0	549	555	0.028340124
793	FlowFISH_K562	chr19	12825131	12825931	DNASE2|chr19:12935945-12936745:*	0.01729978	chr19	12881467	12881468	DNASE2	False	0.897949512135	1.0	True	K562	Fulco2019	False	True	56336	0	7	15	0.064909674
794	FlowFISH_K562	chr19	12825131	12825931	JUNB|chr19:12935945-12936745:*	0.03253565	chr19	12791496	12791497	JUNB	False	0.794965773327	0.99996872134	True	K562	Fulco2019	False	False	34435	0	710	718	0.08657575
797	FlowFISH_K562	chr19	12825131	12825931	PRDX2|chr19:12935945-12936745:*	-0.030001449	chr19	12801858	12801859	PRDX2	True	0.0162966344305	1.0	True	K562	Fulco2019	True	False	24073	0	629	637	0.048277494
799	FlowFISH_K562	chr19	12825131	12825931	RNASEH2A|chr19:12935945-12936745:*	-0.03363055	chr19	12806556	12806557	RNASEH2A	False	0.568024002236	1.0	True	K562	Fulco2019	False	False	19375	0	593	600	0.12583168
804	FlowFISH_K562	chr19	12828311	12828891	DNASE2|chr19:12939125-12939705:*	0.02140148	chr19	12881467	12881468	DNASE2	False	0.897949512135	1.0	True	K562	Fulco2019	False	True	53156	0	32	38	0.050683767
805	FlowFISH_K562	chr19	12828311	12828891	JUNB|chr19:12939125-12939705:*	0.05206906	chr19	12791496	12791497	JUNB	False	0.761174794484	0.977647442349	True	K562	Fulco2019	False	False	37395	0	735	741	0.100723155
808	FlowFISH_K562	chr19	12828311	12828891	PRDX2|chr19:12939125-12939705:*	-0.011083981	chr19	12801858	12801859	PRDX2	False	0.681291095627	1.0	True	K562	Fulco2019	False	False	27033	0	654	660	0.027567694
810	FlowFISH_K562	chr19	12828311	12828891	RNASEH2A|chr19:12939125-12939705:*	-0.02504451	chr19	12806556	12806557	RNASEH2A	False	0.898073294241	1.0	True	K562	Fulco2019	False	False	22335	0	617	623	0.035188
815	FlowFISH_K562	chr19	12832351	12832911	DNASE2|chr19:12943165-12943725:*	-0.02071226	chr19	12881467	12881468	DNASE2	False	0.897949512135	1.0	True	K562	Fulco2019	False	True	49116	0	64	69	0.15276828
816	FlowFISH_K562	chr19	12832351	12832911	JUNB|chr19:12943165-12943725:*	0.05574444	chr19	12791496	12791497	JUNB	False	0.660975337847	0.999357619924	True	K562	Fulco2019	False	False	41415	0	767	772	0.0641516
817	FlowFISH_K562	chr19	12832351	12832911	KLF1|chr19:12943165-12943725:*	-0.00918044	chr19	12887198	12887199	KLF1	False	0.780466732224	1.0	True	K562	Fulco2019	False	True	54847	0	19	24	0.20490623
819	FlowFISH_K562	chr19	12832351	12832911	PRDX2|chr19:12943165-12943725:*	0.049902777	chr19	12801858	12801859	PRDX2	True	1.74291213673e-05	1.0	True	K562	Fulco2019	False	False	31053	0	686	691	0.044693366
821	FlowFISH_K562	chr19	12832351	12832911	RNASEH2A|chr19:12943165-12943725:*	0.00307495	chr19	12806556	12806557	RNASEH2A	False	0.972976817433	1.0	True	K562	Fulco2019	False	False	26355	0	649	654	0.23821314
826	FlowFISH_K562	chr19	12836211	12836711	DNASE2|chr19:12947025-12947525:*	-0.03286658	chr19	12881467	12881468	DNASE2	False	0.690113252462	1.0	True	K562	Fulco2019	False	True	45256	0	94	99	0.044666644
827	FlowFISH_K562	chr19	12836211	12836711	JUNB|chr19:12947025-12947525:*	-0.03074583	chr19	12791496	12791497	JUNB	False	0.847893262559	0.996238539454	True	K562	Fulco2019	False	False	45215	0	797	802	0.044195328
828	FlowFISH_K562	chr19	12836211	12836711	KLF1|chr19:12947025-12947525:*	-0.01480136	chr19	12887198	12887199	KLF1	False	0.625094287912	1.0	True	K562	Fulco2019	False	True	50987	0	49	54	0.044863213
830	FlowFISH_K562	chr19	12836211	12836711	PRDX2|chr19:12947025-12947525:*	0.018416655	chr19	12801858	12801859	PRDX2	False	0.426909455043	1.0	True	K562	Fulco2019	False	False	34853	0	716	721	0.0263228
832	FlowFISH_K562	chr19	12836211	12836711	RNASEH2A|chr19:12947025-12947525:*	-0.0115283	chr19	12806556	12806557	RNASEH2A	False	0.972976817433	1.0	True	K562	Fulco2019	False	False	30155	0	679	684	0.05315275
837	FlowFISH_K562	chr19	12840451	12841011	DNASE2|chr19:12951265-12951825:*	-0.03561267	chr19	12881467	12881468	DNASE2	False	0.503340795213	1.0	True	K562	Fulco2019	False	True	41016	0	127	132	0.13752173
838	FlowFISH_K562	chr19	12840451	12841011	JUNB|chr19:12951265-12951825:*	0.00843095	chr19	12791496	12791497	JUNB	False	0.971482099637	0.998578685277	True	K562	Fulco2019	False	False	49515	0	830	835	0.3762117
839	FlowFISH_K562	chr19	12840451	12841011	KLF1|chr19:12951265-12951825:*	-0.01350229	chr19	12887198	12887199	KLF1	False	0.625094287912	1.0	True	K562	Fulco2019	False	True	46747	0	82	88	0.083239034
841	FlowFISH_K562	chr19	12840451	12841011	PRDX2|chr19:12951265-12951825:*	-0.000616585	chr19	12801858	12801859	PRDX2	False	0.992685428717	1.0	True	K562	Fulco2019	False	False	39153	0	749	754	0.035236858
843	FlowFISH_K562	chr19	12840451	12841011	RNASEH2A|chr19:12951265-12951825:*	0.00390364	chr19	12806556	12806557	RNASEH2A	False	0.972976817433	1.0	True	K562	Fulco2019	False	False	34455	0	712	718	0.0941361
848	FlowFISH_K562	chr19	12841111	12841611	DNASE2|chr19:12951925-12952425:*	-0.02416691	chr19	12881467	12881468	DNASE2	False	0.831903837247	1.0	True	K562	Fulco2019	False	True	40356	0	132	137	0.16092515
849	FlowFISH_K562	chr19	12841111	12841611	JUNB|chr19:12951925-12952425:*	-0.06619277	chr19	12791496	12791497	JUNB	False	0.594570127769	0.99995486118	True	K562	Fulco2019	False	False	50115	0	835	840	0.22033295
850	FlowFISH_K562	chr19	12841111	12841611	KLF1|chr19:12951925-12952425:*	-0.00242875	chr19	12887198	12887199	KLF1	False	0.956867671004	1.0	True	K562	Fulco2019	False	True	46087	0	87	92	0.11618847
852	FlowFISH_K562	chr19	12841111	12841611	PRDX2|chr19:12951925-12952425:*	0.01229683	chr19	12801858	12801859	PRDX2	False	0.571373758467	1.0	True	K562	Fulco2019	False	False	39753	0	754	759	0.043548025
854	FlowFISH_K562	chr19	12841111	12841611	RNASEH2A|chr19:12951925-12952425:*	0.01085477	chr19	12806556	12806557	RNASEH2A	False	0.972976817433	1.0	True	K562	Fulco2019	False	False	35055	0	717	722	0.088832125
859	FlowFISH_K562	chr19	12847511	12848011	DNASE2|chr19:12958325-12958825:*	0.00044092	chr19	12881467	12881468	DNASE2	False	0.99143562774	1.0	True	K562	Fulco2019	False	True	33956	0	182	187	0.06587329
860	FlowFISH_K562	chr19	12847511	12848011	JUNB|chr19:12958325-12958825:*	0.01155975	chr19	12791496	12791497	JUNB	False	0.971482099637	0.998425244709	True	K562	Fulco2019	False	False	56515	0	885	890	0.031535525
861	FlowFISH_K562	chr19	12847511	12848011	KLF1|chr19:12958325-12958825:*	-0.05778445	chr19	12887198	12887199	KLF1	True	2.86324342249e-06	1.0	True	K562	Fulco2019	True	True	39687	0	137	142	0.0593449
863	FlowFISH_K562	chr19	12847511	12848011	PRDX2|chr19:12958325-12958825:*	0.048726012	chr19	12801858	12801859	PRDX2	True	5.07252707045e-05	1.0	True	K562	Fulco2019	False	False	46153	0	804	809	0.024074655
865	FlowFISH_K562	chr19	12847511	12848011	RNASEH2A|chr19:12958325-12958825:*	0.01944623	chr19	12806556	12806557	RNASEH2A	False	0.942373016392	1.0	True	K562	Fulco2019	False	False	41455	0	767	772	0.15054284
870	FlowFISH_K562	chr19	12867151	12867931	DNASE2|chr19:12977965-12978745:*	-0.00610242	chr19	12881467	12881468	DNASE2	False	0.940707498068	1.0	True	K562	Fulco2019	False	True	14316	0	336	343	0.19884215
872	FlowFISH_K562	chr19	12867151	12867931	KLF1|chr19:12977965-12978745:*	-0.02608724	chr19	12887198	12887199	KLF1	True	0.04307847229	1.0	True	K562	Fulco2019	True	True	20047	0	291	298	0.06438575
881	FlowFISH_K562	chr19	12872211	12872711	DNASE2|chr19:12983025-12983525:*	0.00093884	chr19	12881467	12881468	DNASE2	False	0.99143562774	0.999999940208	True	K562	Fulco2019	False	True	9256	0	375	380	0.13331202
883	FlowFISH_K562	chr19	12872211	12872711	KLF1|chr19:12983025-12983525:*	-0.02019627	chr19	12887198	12887199	KLF1	False	0.639159049481	1.0	True	K562	Fulco2019	False	True	14987	0	330	335	0.06638974
893	FlowFISH_K562	chr19	12872831	12873371	KLF1|chr19:12983645-12984185:*	-0.02109686	chr19	12887198	12887199	KLF1	False	0.591083950756	1.0	True	K562	Fulco2019	False	True	14367	0	335	340	0.12988153
900	FlowFISH_K562	chr19	12882571	12883071	CALR|chr19:12993385-12993885:*	0.06341422	chr19	12938578	12938579	CALR	False	0.707494925234	0.891418916193	True	K562	Fulco2019	False	True	56007	0	10	15	0.0076648765
902	FlowFISH_K562	chr19	12882571	12883071	DNASE2|chr19:12993385-12993885:*	-0.22037813	chr19	12881467	12881468	DNASE2	True	4.55970744718e-05	0.99952183726	True	K562	Fulco2019	True	False	1604	0	456	461	0.20550124
909	FlowFISH_K562	chr19	12883611	12884131	CALR|chr19:12994425-12994945:*	0.0118116	chr19	12938578	12938579	CALR	False	0.958679759559	0.947841587691	True	K562	Fulco2019	False	True	54967	0	18	23	0.036166582
911	FlowFISH_K562	chr19	12883611	12884131	DNASE2|chr19:12994425-12994945:*	-0.12889915	chr19	12881467	12881468	DNASE2	True	0.043504455512	0.999994176063	True	K562	Fulco2019	True	False	2664	0	464	469	1.1863415
918	FlowFISH_K562	chr19	12885011	12885511	CALR|chr19:12995825-12996325:*	-0.04981228	chr19	12938578	12938579	CALR	False	0.454501883007	0.999998582273	True	K562	Fulco2019	False	True	53567	0	29	34	0.027669441
920	FlowFISH_K562	chr19	12885011	12885511	DNASE2|chr19:12995825-12996325:*	-0.04131365	chr19	12881467	12881468	DNASE2	False	0.473514900292	1.0	True	K562	Fulco2019	False	False	4044	0	475	480	0.4322484
929	FlowFISH_K562	chr19	12888891	12889391	DNASE2|chr19:12999705-13000205:*	-0.04036094	chr19	12881467	12881468	DNASE2	False	0.897949512135	0.999989967101	True	K562	Fulco2019	False	False	7924	0	506	510	0.0836159
930	FlowFISH_K562	chr19	12888891	12889391	KLF1|chr19:12999705-13000205:*	-0.16929371	chr19	12887198	12887199	KLF1	True	8.06657757093e-10	0.999999990265	True	K562	Fulco2019	True	False	2193	0	461	466	0.38353875
933	FlowFISH_K562	chr19	12888891	12889391	RAD23A|chr19:12999705-13000205:*	-0.054827895	chr19	12945855	12945856	RAD23A	False	0.814826073216	0.987243755798	True	K562	Fulco2019	False	True	56964	0	2	7	0.019800702
937	FlowFISH_K562	chr19	12908491	12908991	CALR|chr19:13019305-13019805:*	-0.04421009	chr19	12938578	12938579	CALR	False	0.670155892805	0.999509553694	True	K562	Fulco2019	False	True	30087	0	212	217	0.027292585
939	FlowFISH_K562	chr19	12908491	12908991	DNASE2|chr19:13019305-13019805:*	0.02486762	chr19	12881467	12881468	DNASE2	False	0.897949512135	0.999999999998	True	K562	Fulco2019	False	False	27524	0	659	664	0.07218654
941	FlowFISH_K562	chr19	12908491	12908991	KLF1|chr19:13019305-13019805:*	0.0419429	chr19	12887198	12887199	KLF1	True	0.0225781723307	1.0	True	K562	Fulco2019	False	False	21793	0	614	619	0.123533085
944	FlowFISH_K562	chr19	12908491	12908991	RAD23A|chr19:13019305-13019805:*	0.015275074	chr19	12945855	12945856	RAD23A	False	0.908331266667	0.999999953259	True	K562	Fulco2019	False	True	37364	0	156	161	0.045684915
949	FlowFISH_K562	chr19	12934991	12935491	DNASE2|chr19:13045805-13046305:*	-0.00074844	chr19	12881467	12881468	DNASE2	False	0.99143562774	0.96859445285	True	K562	Fulco2019	False	False	54024	0	866	871	0.021808509
950	FlowFISH_K562	chr19	12934991	12935491	KLF1|chr19:13045805-13046305:*	0.0115459	chr19	12887198	12887199	KLF1	False	0.92782904986	0.999992036711	True	K562	Fulco2019	False	False	48293	0	821	826	0.05651468
953	FlowFISH_K562	chr19	12934991	12935491	RAD23A|chr19:13045805-13046305:*	0.020135208	chr19	12945855	12945856	RAD23A	False	0.96336621069	0.970201266851	True	K562	Fulco2019	False	True	10864	0	363	368	0.06795988
956	FlowFISH_K562	chr19	12936451	12936951	CALR|chr19:13047265-13047765:*	-0.14866557	chr19	12938578	12938579	CALR	False	0.0771598286376	0.99867123865	True	K562	Fulco2019	False	True	2127	0	431	436	0.12069581
958	FlowFISH_K562	chr19	12936451	12936951	DNASE2|chr19:13047265-13047765:*	0.05504839	chr19	12881467	12881468	DNASE2	False	0.503340795213	1.0	True	K562	Fulco2019	False	False	55484	0	877	882	0.025131473
960	FlowFISH_K562	chr19	12936451	12936951	KLF1|chr19:13047265-13047765:*	-0.02496145	chr19	12887198	12887199	KLF1	False	0.522626932419	1.0	True	K562	Fulco2019	False	False	49753	0	832	837	0.02681472
963	FlowFISH_K562	chr19	12936451	12936951	RAD23A|chr19:13047265-13047765:*	0.044471252	chr19	12945855	12945856	RAD23A	False	0.680384082386	0.999841355261	True	K562	Fulco2019	False	True	9404	0	374	379	0.043921452
967	FlowFISH_K562	chr19	12964851	12965991	CALR|chr19:13075665-13076805:*	-0.01513699	chr19	12938578	12938579	CALR	False	0.802894413531	1.0	True	K562	Fulco2019	False	False	27413	0	653	663	0.043078806
974	FlowFISH_K562	chr19	12964851	12965991	RAD23A|chr19:13075665-13076805:*	-0.021530477	chr19	12945855	12945856	RAD23A	False	0.724748734509	1.0	True	K562	Fulco2019	False	False	20136	0	596	606	0.084877
978	FlowFISH_K562	chr19	12974191	12974711	CALR|chr19:13085005-13085525:*	0.04366292	chr19	12938578	12938579	CALR	False	0.694601297437	0.999976066742	True	K562	Fulco2019	False	False	36133	0	726	731	0.021375172
985	FlowFISH_K562	chr19	12974191	12974711	RAD23A|chr19:13085005-13085525:*	0.036738631	chr19	12945855	12945856	RAD23A	False	0.724748734509	0.999999999605	True	K562	Fulco2019	False	False	28856	0	669	674	0.06769601
989	FlowFISH_K562	chr19	12977731	12978251	CALR|chr19:13088545-13089065:*	0.03537024	chr19	12938578	12938579	CALR	False	0.690864035765	0.999985102896	True	K562	Fulco2019	False	False	39673	0	753	758	0.06601564
996	FlowFISH_K562	chr19	12977731	12978251	RAD23A|chr19:13088545-13089065:*	-0.041945196	chr19	12945855	12945856	RAD23A	False	0.490916793779	1.0	True	K562	Fulco2019	False	False	32396	0	697	702	0.06728534
1000	FlowFISH_K562	chr19	12983511	12984011	CALR|chr19:13094325-13094825:*	0.05879561	chr19	12938578	12938579	CALR	False	0.411668167329	0.999995872717	True	K562	Fulco2019	False	False	45433	0	799	803	0.079170644
1007	FlowFISH_K562	chr19	12983511	12984011	RAD23A|chr19:13094325-13094825:*	0.005540934	chr19	12945855	12945856	RAD23A	False	0.96336621069	0.999999999993	True	K562	Fulco2019	False	False	38156	0	742	747	0.2539267
1011	FlowFISH_K562	chr19	12985151	12985651	CALR|chr19:13095965-13096465:*	0.09898764	chr19	12938578	12938579	CALR	False	0.201174449072	0.99985570621	True	K562	Fulco2019	False	False	47073	0	811	816	0.021070939
1018	FlowFISH_K562	chr19	12985151	12985651	RAD23A|chr19:13095965-13096465:*	0.004551764	chr19	12945855	12945856	RAD23A	False	0.96336621069	0.999999999986	True	K562	Fulco2019	False	False	39796	0	755	759	0.0978137
1029	FlowFISH_K562	chr19	12996491	12996991	RAD23A|chr19:13107305-13107805:*	0.030263567	chr19	12945855	12945856	RAD23A	False	0.680384082386	0.999999999955	True	K562	Fulco2019	False	False	51136	0	843	848	0.12572809
1082	FlowFISH_K562	chr19	13051491	13051991	LYL1|chr19:13162305-13162805:*	0.015848617	chr19	13103160	13103161	LYL1	False	0.72362161237	1.0	True	K562	Fulco2019	False	True	51669	0	44	49	0.0035324837
1093	FlowFISH_K562	chr19	13061271	13061791	LYL1|chr19:13172085-13172605:*	-0.043628038	chr19	13103160	13103161	LYL1	False	0.517047519056	1.0	True	K562	Fulco2019	False	True	41889	0	120	125	0.0026895888
1104	FlowFISH_K562	chr19	13069551	13070051	LYL1|chr19:13180365-13180865:*	-0.0515679	chr19	13103160	13103161	LYL1	False	0.41416762181	1.0	True	K562	Fulco2019	False	True	33609	0	185	190	0.009078396
1115	FlowFISH_K562	chr19	13079411	13079911	LYL1|chr19:13190225-13190725:*	-0.023846109	chr19	13103160	13103161	LYL1	False	0.72362161237	0.999999999983	True	K562	Fulco2019	False	True	23749	0	262	267	0.0042019575
1126	FlowFISH_K562	chr19	13093691	13094211	LYL1|chr19:13204505-13205025:*	-0.027196049	chr19	13103160	13103161	LYL1	False	0.713474661601	1.0	True	K562	Fulco2019	False	True	9469	0	374	379	0.008288937
1147	FlowFISH_K562	chr19	13104331	13104911	LYL1|chr19:13215145-13215725:*	-0.217298773	chr19	13103160	13103161	LYL1	True	1.75788152095e-19	1.0	True	K562	Fulco2019	True	False	1751	0	457	462	0.031059619
1158	FlowFISH_K562	chr19	13151431	13152171	LYL1|chr19:13262245-13262985:*	-0.036938026	chr19	13103160	13103161	LYL1	False	0.517047519056	1.0	True	K562	Fulco2019	False	False	49011	0	825	831	0.0061135977
1169	FlowFISH_K562	chr19	13152791	13153291	LYL1|chr19:13263605-13264105:*	0.034404715	chr19	13103160	13103161	LYL1	False	0.572168231938	1.0	True	K562	Fulco2019	False	False	50131	0	835	840	0.0035074377
1180	FlowFISH_K562	chr19	13155431	13155951	LYL1|chr19:13266245-13266765:*	-0.026401369	chr19	13103160	13103161	LYL1	False	0.72362161237	1.0	True	K562	Fulco2019	False	False	52791	0	856	861	0.0016395686
1391	FlowFISH_K562	chr19	43774607	43774646	KCNN4|chr19:44278759-44278798:*	-0.72	chr19	43781260	43781261	KCNN4	True		1.0	True	K562	Wakabayashi2016	True	True	6653	0	396	397	0.002224318
1690	FlowFISH_K562	chr19	48713988	48714648	FUT1|chr19:49217245-49217905:*	-0.02374434	chr19	48755389	48755390	FUT1	False	0.88839409719	1.0	True	K562	Fulco2019	False	True	41401	0	124	130	0.00223088
1696	FlowFISH_K562	chr19	48720508	48721048	FUT1|chr19:49223765-49224305:*	-0.1070593	chr19	48755389	48755390	FUT1	True	0.0123187721824	1.0	True	K562	Fulco2019	True	True	34881	0	175	180	0.006735275
1702	FlowFISH_K562	chr19	48724808	48725308	FUT1|chr19:49228065-49228565:*	-0.10283003	chr19	48755389	48755390	FUT1	False	0.0654839779544	0.999999999146	True	K562	Fulco2019	False	True	30581	0	209	213	0.040552035
1708	FlowFISH_K562	chr19	48737288	48737808	FUT1|chr19:49240545-49241065:*	-0.0418296	chr19	48755389	48755390	FUT1	False	0.829491217364	0.999999999815	True	K562	Fulco2019	False	True	18101	0	306	311	0.0021590549
1714	FlowFISH_K562	chr19	48738528	48739028	FUT1|chr19:49241785-49242285:*	-0.06865825	chr19	48755389	48755390	FUT1	False	0.416721415393	0.999999999629	True	K562	Fulco2019	False	True	16861	0	316	321	0.005181362
1723	FlowFISH_K562	chr19	48765748	48766248	BCAT2|chr19:49269005-49269505:*	0.02505287	chr19	48811028	48811029	BCAT2	False	0.930121891617	0.976437756747	True	K562	Fulco2019	False	True	45280	0	94	99	0.027867869
1727	FlowFISH_K562	chr19	48774388	48774888	BCAT2|chr19:49277645-49278145:*	0.0642969	chr19	48811028	48811029	BCAT2	False	0.908581627398	0.999843305298	True	K562	Fulco2019	False	True	36640	0	161	166	0.047774933
1729	FlowFISH_K562	chr19	48774388	48774888	FUT1|chr19:49277645-49278145:*	0.0125279	chr19	48755389	48755390	FUT1	False	0.989608168769	0.933455881869	True	K562	Fulco2019	False	False	19499	0	596	601	0.003818573
1732	FlowFISH_K562	chr19	48780788	48781428	BCAT2|chr19:49284045-49284685:*	-0.00262298	chr19	48811028	48811029	BCAT2	False	0.97507829642	0.999995009728	True	K562	Fulco2019	False	True	30240	0	211	217	0.39135918
1734	FlowFISH_K562	chr19	48780788	48781428	FUT1|chr19:49284045-49284685:*	-0.1789663	chr19	48755389	48755390	FUT1	True	0.0177719748379	0.996227715609	True	K562	Fulco2019	True	False	26039	0	646	652	0.0061503393
1738	FlowFISH_K562	chr19	48784508	48785028	BCAT2|chr19:49287765-49288285:*	0.00099869	chr19	48811028	48811029	BCAT2	False	0.991110473318	0.99999999428	True	K562	Fulco2019	False	True	26520	0	240	245	0.049640607
1740	FlowFISH_K562	chr19	48784508	48785028	FUT1|chr19:49287765-49288285:*	-0.01574449	chr19	48755389	48755390	FUT1	False	0.989608168769	0.999635001466	True	K562	Fulco2019	False	False	29639	0	675	680	0.00263354
1744	FlowFISH_K562	chr19	48788048	48788608	BCAT2|chr19:49291305-49291865:*	-0.03306012	chr19	48811028	48811029	BCAT2	False	0.908581627398	0.99999997992	True	K562	Fulco2019	False	True	22980	0	268	273	0.13833523
1746	FlowFISH_K562	chr19	48788048	48788608	FUT1|chr19:49291305-49291865:*	0.01903407	chr19	48755389	48755390	FUT1	False	0.989608168769	0.970976490938	True	K562	Fulco2019	False	False	33219	0	703	708	0.0053930236
1751	FlowFISH_K562	chr19	48795288	48795808	FUT1|chr19:49298545-49299065:*	0.03407735	chr19	48755389	48755390	FUT1	False	0.856127832851	0.999999997899	True	K562	Fulco2019	False	False	40419	0	759	764	0.007148431
